#{"t_start": 1767787310.158633, "env_id": "None"}
r,l,t
45.617053,42,8937.620074
34.916193,73,8938.703386
12.643449,98,8940.049832
-15.474492,135,8941.740116
17.892777,86,8942.968475
28.867345,78,8944.032234
28.094724,85,8945.1409
-6.340173,124,8946.790131
-65.400767,167,8948.798093
-10.906504,127,8950.364695
38.466631,57,8951.288555
19.042139,94,8952.498862
-6.973451,118,8954.065602
9.728365,102,8955.458938
-162.544357,243,8958.455858
30.444073,70,8959.541046
48.402545,29,8960.159853
32.327884,75,8961.166345
-39.699632,153,8963.036241
35.198108,66,8964.046576
24.146742,89,8965.210293
27.593791,81,8966.382457
17.695074,96,8967.717683
-36.522996,146,8969.593848
12.804043,99,8970.955645
16.778424,98,8972.3487
15.878845,92,8973.579666
47.007946,41,8974.327714
40.667811,58,8975.24157
51.605631,28,8975.852407
46.110613,45,8976.543785
39.145602,65,8977.54198
15.991011,97,8978.89454
13.115696,98,8980.260469
25.0628,81,8981.320982
43.348228,52,8982.184243
27.322272,82,8983.374058
21.596136,87,8984.622648
-9.878784,123,8986.252221
24.69196,84,8987.351887
41.104154,59,8988.302854
51.685163,13,8988.748061
32.850406,76,8989.865521
-24.373749,134,8991.637006
15.081477,88,8992.900319
39.66789,60,8993.771443
28.967423,78,8994.801081
36.143359,64,8995.805451
-40.993999,157,8997.710416
2.772405,109,8999.280389
44.72603,48,9000.125599
10.799673,100,9001.407249
43.488443,46,9002.240967
39.255916,60,9003.200157
13.484613,97,9004.567588
-17.78086,131,9006.405847
31.626734,73,9007.53163
17.562971,95,9008.873297
46.738778,44,9009.655311
34.947548,67,9010.678445
31.573694,74,9011.790256
-67.74931,170,9013.845008
28.298931,80,9015.000272
12.854016,102,9016.361158
31.97982,70,9017.433529
15.163004,98,9018.837745
-18.378157,133,9020.590463
22.080864,90,9021.902407
48.605543,31,9022.473558
46.478295,39,9023.233101
21.263278,88,9024.412809
28.675642,80,9025.573669
44.340793,40,9026.316156
-20.815613,136,9027.994426
38.167386,61,9028.83802
18.735521,94,9030.153372
-5.454892,123,9031.674096
45.366475,53,9032.573267
50.34388,23,9033.12455
49.740864,29,9033.75122
-25.865759,136,9035.521928
20.796614,90,9036.812339
-63.201717,168,9038.924938
9.34988,238,9041.84803
32.9779,72,9042.916735
37.798997,66,9043.926866
1.653477,113,9045.398815
5.798332,116,9046.958573
20.798784,128,9048.527343
12.959336,101,9049.905818
7.789194,108,9051.281514
21.199031,87,9052.51038
28.724566,77,9053.645134
-30.760828,142,9055.455649
14.870775,96,9056.706817
41.425354,54,9057.589134
49.238294,25,9058.164715
28.667954,86,9059.400809
36.519091,65,9060.390423
33.208039,72,9061.476946
4.923341,110,9062.953301
26.820249,80,9064.062511
38.89699,63,9064.990981
33.467276,69,9066.069667
45.319201,44,9066.846396
2.869619,114,9068.376526
-48.162412,157,9070.374128
19.572059,90,9071.696501
41.100443,55,9072.498639
14.592871,99,9073.877252
43.9641,48,9074.691331
-12.082075,125,9076.23214
50.670093,23,9076.783914
-30.502191,141,9078.582716
49.664218,35,9079.169574
18.65744,92,9080.461192
22.802128,88,9081.626235
5.560685,130,9088.222391
23.957682,80,9089.386418
21.509012,90,9090.578808
32.703107,71,9091.655888
-64.993095,170,9093.681552
53.073351,22,9094.222763
20.038343,92,9095.530241
26.772739,85,9096.680779
41.264016,60,9097.666913
20.843263,90,9098.958898
9.970446,103,9100.373995
39.724778,58,9101.340177
-68.980896,169,9103.490938
40.778719,55,9104.277564
11.836924,100,9105.70799
48.19947,37,9106.430642
-30.70619,143,9108.313188
24.161596,97,9109.685947
-4.064187,122,9111.388937
35.090837,67,9112.448231
-18.623734,133,9114.188032
15.187251,94,9115.535707
1.953781,113,9117.081526
12.824083,98,9118.436801
-20.313349,140,9120.289346
48.803746,37,9120.990802
-69.643683,186,9123.311592
30.27636,78,9124.343269
46.303616,42,9125.122798
-40.787075,170,9127.271006
-26.242227,139,9129.078104
19.495883,83,9130.173898
20.487356,93,9131.482886
-14.44488,128,9133.108059
-69.058194,187,9135.473593
49.963933,20,9135.997941
44.054637,49,9136.824146
-1.952982,130,9138.539527
37.220848,62,9139.52806
16.037936,93,9140.749477
42.718354,51,9141.631313
-143.825372,228,9144.534388
41.458532,59,9145.473357
-35.928598,147,9147.438789
29.127898,76,9148.618499
31.025302,68,9149.658386
47.391345,46,9150.472781
10.07453,102,9151.896323
-0.272806,125,9153.513781
44.874836,51,9154.365021
11.139254,99,9155.763077
17.151605,96,9157.133765
33.554618,71,9158.206551
36.55097,71,9159.291403
49.093786,32,9159.94676
27.681505,79,9161.095222
40.467873,57,9162.016474
37.363002,63,9162.99797
43.85389,47,9163.710199
-16.883056,128,9165.268505
-4.013894,117,9166.725201
43.926694,46,9167.520857
35.311285,70,9168.615566
1.686249,114,9170.147252
23.447785,84,9171.372157
14.553591,100,9172.664907
13.22655,102,9173.9613
46.536165,41,9174.700339
-7.663518,127,9176.377732
32.282353,71,9177.443811
15.915809,94,9178.756277
39.250521,58,9179.581269
24.775581,85,9180.701464
-21.112046,137,9182.395898
36.764238,68,9183.446212
27.685626,82,9184.710412
51.172463,31,9185.347563
51.177216,7,9185.733921
28.60023,77,9186.887842
42.129377,52,9187.753615
35.636792,71,9188.866066
8.562202,109,9190.316446
31.489502,74,9191.33267
42.328485,47,9192.036402
0.151045,109,9193.414547
25.632636,82,9194.602021
12.692393,101,9195.884786
37.705298,63,9196.890196
45.783159,42,9197.545833
43.365856,49,9198.385358
42.515697,53,9199.293193
3.591439,111,9200.688633
-16.482981,127,9202.419198
46.967057,42,9203.179874
43.14825,54,9204.069432
26.795064,89,9205.226272
18.826122,92,9206.55882
-6.667571,118,9208.16634
49.946637,26,9208.651835
23.227248,89,9209.904645
26.208737,82,9211.088781
44.080999,51,9211.945219
52.067179,22,9212.389493
18.303131,94,9213.702016
51.168914,20,9214.22859
28.523128,64,9215.220083
37.866371,63,9216.109224
37.588427,62,9217.081992
48.472243,35,9217.659187
6.177978,107,9219.06487
-12.530133,128,9220.685056
26.615617,79,9221.83461
29.079299,75,9222.982563
-1.345977,115,9224.512252
3.478137,113,9225.994869
-9.935137,125,9227.635389
32.075463,70,9228.704479
48.513017,38,9229.417361
21.152145,84,9230.516758
6.604821,102,9231.850585
46.390309,39,9232.575694
41.457329,58,9233.404774
30.042964,79,9234.606606
8.38432,104,9235.964975
39.062072,60,9236.922026
-68.6645,172,9239.105444
-18.744966,131,9240.839902
24.232079,89,9242.09834
33.576382,75,9243.225786
33.70418,73,9244.324209
29.200535,69,9245.393742
38.79642,57,9246.204832
40.274211,51,9246.959555
13.309658,98,9248.321476
39.642281,64,9249.372156
20.849549,89,9250.637454
-2.74573,119,9252.161608
-6.37641,122,9253.734239
49.09438,27,9254.333174
15.358056,95,9255.659288
1.114751,111,9257.15709
-35.471599,145,9258.908776
35.940577,66,9259.886263
15.128941,95,9261.229186
8.441279,106,9262.665112
-45.843764,160,9264.600594
27.512439,82,9265.716017
48.471889,38,9266.33099
30.617927,72,9267.414104
27.176513,76,9268.584483
20.052725,86,9269.757248
-19.543271,132,9271.554511
33.440351,67,9272.608239
26.64727,77,9273.743112
29.089981,78,9274.878798
7.159003,103,9276.295679
29.963437,79,9277.461138
5.564216,106,9278.901495
36.474736,70,9279.872445
13.451848,92,9281.053484
32.883044,74,9282.141459
43.23391,48,9282.959639
30.96112,74,9283.946849
-30.789086,143,9285.788345
13.263389,100,9287.181273
50.378211,32,9287.728986
47.773281,43,9288.504006
39.140664,53,9289.381003
12.890837,103,9290.81173
6.244481,118,9292.422915
17.083408,93,9293.732451
25.116533,73,9294.717189
20.120399,96,9295.946149
36.601993,63,9296.913291
43.645946,54,9297.802093
48.236718,39,9298.525424
-3.618672,120,9300.049295
-10.067497,121,9301.588316
27.235209,83,9302.79001
38.321659,65,9303.786391
4.248161,113,9305.309905
11.973983,92,9306.496986
-33.676742,162,9308.562599
4.347167,113,9310.09114
-10.477634,135,9311.836862
45.877534,41,9312.578293
-17.136901,129,9314.317031
40.667626,55,9315.207873
41.722841,57,9316.137769
-8.73035,121,9317.667335
-72.452625,172,9319.719868
-0.174681,118,9321.317539
27.990447,76,9322.480994
49.259926,35,9323.168387
29.432305,80,9324.340578
-40.327945,148,9326.295703
39.384488,57,9327.238491
34.684446,68,9328.277866
41.466698,58,9329.220806
15.907867,97,9330.58218
15.064728,97,9331.925462
24.434009,87,9333.163294
15.341724,95,9334.586719
50.375792,32,9335.240834
45.654406,39,9335.862441
41.799377,56,9336.787309
26.463331,85,9338.012334
8.107368,106,9339.446194
-20.920979,133,9341.207179
-36.954394,147,9342.97721
21.642847,87,9344.11816
42.451849,50,9344.955038
-26.465143,143,9346.729198
32.418272,73,9347.816119
40.430462,60,9348.761428
31.122479,72,9349.836334
37.878902,62,9350.795121
40.160713,59,9351.734711
23.493629,86,9352.914715
52.339577,19,9353.448064
6.931317,107,9354.796907
0.572579,111,9356.34917
38.405791,53,9357.118739
9.043122,100,9358.491127
49.538118,34,9359.059844
-7.93863,122,9360.586684
-248.781303,281,9363.9152
25.692684,90,9365.087223
50.30793,15,9365.556636
23.887633,77,9366.617937
11.401439,102,9368.009595
10.369778,105,9369.468143
43.940208,45,9376.608311
25.681908,83,9377.703137
18.635507,96,9379.053346
44.542028,54,9379.849877
28.346914,81,9381.016249
12.530517,108,9382.500491
30.987994,75,9383.654231
45.673836,42,9384.415763
47.478297,43,9385.179381
-4.674423,181,9387.476752
45.693497,42,9388.235003
19.021566,92,9389.524059
41.545046,56,9390.436058
21.244086,92,9391.640199
-54.608342,163,9393.849006
47.468568,39,9394.684294
23.106648,80,9395.859524
-0.707899,78,9397.006849
5.49313,108,9398.467193
-365.714208,356,9402.708431
47.90622,34,9403.276703
7.326671,105,9404.611368
19.343002,92,9405.912627
35.173911,68,9406.946281
-106.570857,219,9409.529464
-21.911761,134,9411.313979
49.444003,24,9411.881617
42.23737,55,9412.778793
34.134161,70,9413.833503
-14.155799,136,9415.590127
-55.320934,160,9417.616093
42.532213,54,9418.418553
13.773349,101,9419.841597
-8.259043,121,9421.449278
34.177663,61,9422.298065
44.044915,53,9423.185558
15.671603,98,9424.529252
46.861002,41,9425.290273
2.08852,111,9426.880503
-101.777511,200,9429.357179
17.403838,96,9430.808745
40.115509,56,9431.722106
27.356609,78,9432.877901
-18.254545,129,9434.548025
3.310328,109,9436.00917
20.226785,92,9437.304704
35.820513,70,9438.358143
34.820973,66,9439.389574
20.874408,94,9440.702596
8.160612,108,9442.1793
26.250516,77,9443.253784
41.20071,61,9444.143976
0.295479,117,9445.728666
29.390389,80,9446.80064
46.219042,44,9447.61791
16.954567,94,9448.927126
12.810438,127,9450.621451
35.918846,61,9451.604131
46.024494,47,9452.422161
20.629933,88,9453.573939
45.476574,47,9454.378556
-5.94865,121,9455.881322
29.337999,80,9457.042772
33.496191,71,9458.111048
10.552003,102,9459.420119
-14.977037,127,9461.109391
-40.298766,152,9463.075175
9.216111,103,9464.479751
-30.756125,153,9466.439038
36.520361,68,9467.481261
12.655246,100,9468.852226
18.096554,92,9470.172831
-4.563631,119,9471.799869
29.16581,71,9472.866052
-3.590104,119,9474.347352
46.686296,40,9475.114862
51.928392,25,9475.714365
18.431976,86,9476.936928
-17.244001,132,9478.664623
-17.676958,131,9480.382025
-90.328909,184,9482.688643
44.424686,46,9483.59949
33.879516,72,9484.685193
47.88139,36,9485.373984
17.441618,88,9486.626795
22.126707,83,9487.859712
44.729915,55,9488.706705
5.653638,111,9490.214141
42.499972,60,9491.087191
25.325059,84,9492.335366
40.032733,57,9493.261542
42.307609,51,9494.13959
48.673303,40,9494.882097
8.82588,91,9496.165741
-42.043822,150,9497.998123
28.202378,76,9499.025423
30.238909,77,9500.157177
-10.218659,120,9501.696753
-266.837361,313,9505.320055
51.577054,22,9505.866411
18.247358,95,9507.088317
32.00541,71,9508.150951
29.159643,75,9509.16082
50.07207,24,9509.727646
-10.318502,123,9511.355951
50.884283,28,9511.960272
-293.858465,324,9515.664815
49.688692,23,9516.219052
12.005933,96,9517.489594
-3.403419,120,9518.987293
27.915437,80,9520.184757
18.207253,95,9521.403218
-12.587639,126,9523.055521
12.352796,99,9524.321205
33.01113,67,9525.343162
20.554396,83,9526.437642
15.011,98,9527.822002
5.104283,110,9529.313621
50.626415,18,9529.816495
12.828748,98,9531.287479
30.137275,75,9532.394254
25.857702,81,9533.558478
6.858335,105,9534.890566
41.63806,54,9535.776392
-134.502517,220,9538.486788
28.234428,79,9539.62691
39.595585,55,9540.521767
51.573025,5,9540.881488
22.333171,88,9542.130115
10.817142,102,9543.437895
36.189041,63,9544.416847
37.912538,68,9545.45936
28.154581,82,9546.690519
5.654459,109,9548.251851
47.011157,42,9548.913461
48.391787,34,9549.606626
40.425452,57,9550.549866
15.84082,97,9551.91272
27.13278,79,9553.066554
45.116782,51,9553.972348
36.295118,63,9554.873644
13.298089,100,9556.203033
-47.439294,161,9558.158691
20.622756,88,9559.434363
13.25501,98,9560.784317
38.542483,64,9561.770897
42.304172,56,9562.71981
15.728878,94,9564.035394
49.971502,21,9564.467475
42.132802,56,9565.274081
-12.614445,129,9566.859387
-41.2992,155,9568.822536
35.658123,76,9569.945743
-26.47978,139,9571.662807
-10.599109,124,9573.318807
19.364565,93,9574.617219
42.250995,55,9575.408479
21.968585,90,9576.67277
8.540908,103,9577.978003
39.741794,59,9578.819695
48.346365,32,9579.468606
37.025762,64,9580.471979
2.90914,112,9581.89999
-14.750843,116,9583.360296
-34.53618,145,9585.253352
-3.34331,115,9586.853631
3.744397,110,9588.476129
38.538445,62,9589.504418
-2.133878,119,9590.984325
28.918951,78,9592.117213
-0.613292,127,9593.779803
32.610656,67,9594.80804
-26.27283,136,9596.499968
15.924979,93,9597.809859
8.078669,108,9599.267944
43.329778,52,9600.119974
50.497331,17,9600.613503
51.311846,25,9601.190457
25.190216,74,9602.181437
20.62594,93,9603.387655
26.01792,77,9604.408061
24.09603,85,9605.632159
28.789022,80,9606.799643
51.712964,19,9607.310606
38.147604,60,9608.151851
-39.000851,149,9609.967851
27.9222,80,9611.130514
51.37327,17,9611.627609
16.022904,94,9612.831503
17.121238,95,9614.259484
15.531286,95,9615.584877
41.738051,56,9616.521971
-4.432877,118,9618.097798
-7.913766,124,9619.630923
16.706507,93,9620.941936
42.45147,51,9621.849383
27.879459,80,9622.900026
50.421676,23,9623.456458
28.791144,76,9624.577227
14.06445,98,9625.997069
17.689894,97,9627.319592
32.379274,78,9628.461612
21.417025,88,9629.731627
24.533089,92,9630.920204
46.537212,39,9631.648539
32.024077,73,9632.765372
36.907716,62,9633.641361
-3.868265,110,9635.132981
51.022944,29,9635.758447
-10.262954,123,9637.385438
39.031715,68,9638.31261
-44.987561,152,9640.245666
19.485736,93,9641.560076
45.592613,41,9642.202602
-34.424319,168,9644.210764
-13.018159,130,9645.817104
30.228313,78,9646.851722
12.594394,96,9648.185586
14.440961,103,9649.610182
-32.419851,151,9651.5715
22.328614,84,9652.853791
34.006802,81,9654.068632
49.735681,24,9654.553534
21.885519,82,9655.732812
7.85099,99,9662.495615
44.918726,43,9663.256989
-12.43838,124,9664.893343
40.198304,59,9665.733238
39.852242,58,9666.664372
33.977189,71,9667.725497
-38.302293,150,9669.649132
10.308021,102,9671.074827
44.34812,54,9671.97559
46.174444,36,9672.697351
-128.262377,221,9675.417643
-19.579207,133,9677.187545
-11.056892,123,9678.713021
25.637726,84,9679.915949
31.54324,79,9681.111093
29.084359,80,9682.199061
37.666028,55,9683.097363
49.01279,29,9683.712474
-0.053198,116,9685.171692
13.682345,100,9686.486031
14.52058,96,9687.842407
45.368723,52,9688.708474
-63.620938,170,9690.891619
45.135068,47,9691.697701
23.54238,88,9692.878488
29.208293,78,9694.012638
32.724323,72,9694.977858
41.616602,57,9695.892211
37.866226,60,9696.74527
43.878811,51,9697.654359
4.435016,112,9699.13323
-6.722163,123,9700.764854
13.683751,97,9702.1163
30.040182,73,9703.202224
28.122019,79,9704.358372
50.921014,14,9704.815331
39.299091,54,9705.607131
-5.206229,121,9707.221452
22.184103,87,9708.357126
38.883594,63,9709.357543
35.273211,68,9710.298475
45.160993,44,9711.076783
37.148842,63,9711.940623
-45.636037,162,9713.980248
-15.771559,128,9715.698141
45.449227,46,9716.510375
-42.868855,149,9718.393632
37.098881,64,9719.378871
-25.889521,138,9721.053863
46.453926,44,9721.830235
37.493817,63,9722.724652
49.314705,40,9723.459094
19.718835,85,9724.707581
47.089059,38,9725.323309
-10.856675,125,9726.90361
50.59676,24,9727.369095
12.667328,100,9728.755142
35.295886,69,9729.800821
46.360358,47,9730.611417
1.566455,98,9731.865099
40.006129,58,9732.794518
51.780064,18,9733.296155
42.836374,50,9734.038187
21.329685,102,9735.321497
43.270387,48,9736.137683
45.21685,44,9736.819037
-17.458246,134,9738.617847
29.172237,83,9739.812366
46.231152,41,9740.560841
27.088377,80,9741.630221
18.097541,89,9742.788932
-4.417248,117,9744.340757
41.187047,55,9745.134974
40.848958,55,9745.927198
49.654185,24,9746.494615
48.695728,29,9747.112793
20.38826,92,9748.38698
24.508198,86,9749.60332
46.626917,38,9750.217492
37.331319,68,9751.260616
17.043503,107,9752.717369
43.559062,53,9753.591419
46.088134,47,9754.402072
3.746657,108,9755.82726
23.932056,85,9757.123143
6.651182,108,9758.607725
-27.429753,140,9760.312416
36.447171,66,9761.439176
16.00446,99,9762.735144
11.517925,101,9764.152207
43.829202,47,9764.914056
-71.621,203,9767.534923
26.607355,84,9768.688179
38.217092,64,9769.676685
38.231168,55,9770.575414
29.57038,78,9771.741817
30.259404,78,9772.924017
50.476882,15,9773.290448
6.091113,106,9774.72331
10.551249,103,9776.14909
23.396534,87,9777.279723
29.442137,76,9778.43171
21.112137,89,9779.773896
38.861771,60,9780.710395
-9.858059,126,9782.422624
-28.451741,138,9784.276866
27.080423,82,9785.373541
6.02577,108,9786.83711
12.946354,98,9788.131292
1.962351,110,9789.62255
-4.970468,117,9791.204518
30.069538,70,9792.154705
47.253223,48,9792.974255
12.544062,103,9794.364418
42.671356,53,9795.269351
36.848644,70,9796.452309
40.166948,58,9797.278683
23.318289,87,9798.414741
37.720286,63,9799.400254
35.058764,71,9800.364491
16.230258,97,9801.618842
26.960241,93,9802.919724
-10.22411,123,9804.475124
0.61109,112,9805.973768
-26.171456,144,9807.733148
43.496407,52,9808.6332
25.774294,85,9809.762096
25.788235,80,9810.882041
43.370833,51,9811.642666
-99.827449,193,9814.053657
28.593289,67,9814.965022
33.652894,70,9816.007854
30.748449,65,9816.931714
11.503573,96,9818.298741
27.776012,82,9819.478372
32.834999,75,9820.585979
6.054672,111,9822.008742
43.457004,54,9822.890476
26.754392,83,9824.101387
19.208277,92,9825.303609
19.56389,92,9826.602981
12.274511,100,9827.902403
20.280516,93,9829.099841
-4.962732,117,9830.666414
33.668333,74,9831.663181
-56.535753,162,9833.70773
-6.653556,119,9835.313273
-7.991271,140,9837.057546
24.702073,87,9838.370777
43.026794,50,9839.20229
35.902225,72,9840.308783
10.547479,103,9841.657568
36.833332,63,9842.653709
42.157643,55,9843.550362
-2.049781,112,9845.056267
5.176035,109,9846.438519
-10.799472,123,9847.967778
31.020572,80,9849.142139
25.478474,87,9850.483811
9.035888,102,9851.930584
40.208508,62,9852.972461
39.832799,58,9853.912606
7.92069,105,9855.382561
29.092619,77,9856.527402
40.151394,59,9857.465642
28.946366,73,9858.558677
42.258349,49,9859.397637
42.070588,52,9860.162367
-22.79765,137,9861.843507
4.18329,115,9863.396031
-3.628365,116,9864.956888
15.388371,95,9866.281979
3.258298,102,9867.750166
27.635374,80,9868.904179
30.92389,70,9869.964001
43.221797,45,9870.752807
14.934037,96,9872.087018
5.797732,104,9873.514928
13.646221,100,9874.901246
2.143684,113,9876.48782
20.435372,88,9877.731732
47.349327,41,9878.472382
13.866045,103,9879.883734
34.727348,65,9880.8263
30.277941,76,9881.953257
42.920562,52,9882.816705
42.649266,54,9883.696136
35.608964,71,9884.756527
26.991949,78,9885.890163
-0.232195,115,9887.432588
33.74448,68,9888.503385
22.412632,87,9889.731784
-10.191445,123,9891.381917
16.698357,96,9892.746373
51.876314,19,9893.260458
6.706227,111,9894.767678
-22.998133,134,9896.433991
34.473227,70,9897.483037
4.239632,110,9898.976377
16.263244,92,9900.277178
15.566252,94,9901.540574
41.979551,52,9902.405306
14.395109,99,9903.666238
50.061333,29,9904.283052
38.335233,60,9905.237073
18.651164,89,9906.496253
35.947647,66,9907.412497
33.24321,70,9908.477792
21.184281,89,9909.640253
35.471362,71,9910.71831
20.219208,91,9912.003709
20.110705,92,9913.291717
47.110483,43,9914.062996
38.286785,55,9914.851407
-8.558703,127,9916.52312
51.647108,25,9917.102874
28.246815,85,9918.310877
24.927704,86,9919.422926
50.119011,25,9920.003944
31.155784,70,9920.958728
0.009777,114,9922.496083
13.401863,92,9923.686343
44.955994,49,9924.543372
35.344232,67,9925.58374
44.325057,52,9926.455232
35.563758,65,9927.469094
46.922681,42,9928.246178
9.73989,101,9929.640686
9.181986,102,9930.957881
14.548494,100,9932.226473
15.245639,96,9933.504782
8.446147,106,9934.949904
18.900187,88,9936.195939
32.8097,74,9937.187226
12.37374,102,9938.500169
9.918242,105,9939.849272
50.454799,29,9940.468835
24.134607,85,9941.723243
18.045651,92,9943.031712
24.135288,85,9944.26854
-12.664803,124,9951.343964
-15.657478,131,9953.075817
12.437674,104,9954.39548
31.630745,79,9955.545106
-4.654821,117,9957.01339
-7.648431,121,9958.61608
31.47907,76,9959.633803
33.77555,55,9960.529636
-0.25335,106,9961.876291
3.88828,109,9963.275745
-16.911666,133,9965.059943
40.410948,60,9966.013323
29.901728,79,9967.106455
-2.302685,125,9968.756206
25.459181,88,9970.013901
-2.573592,124,9971.667932
20.812585,85,9972.884935
40.540857,61,9973.850688
49.727917,28,9974.461897
44.042556,53,9975.371257
32.125835,71,9976.350856
6.286459,112,9977.857535
-6.645173,123,9979.357965
-80.642685,194,9981.626366
40.004377,58,9982.55266
-2.39955,115,9984.115528
6.664568,109,9985.495064
33.238888,71,9986.463951
-20.144844,130,9988.198063
-40.364803,158,9990.20128
26.173371,86,9991.438454
17.391435,93,9992.78159
23.006069,89,9994.081699
0.747547,114,9995.608627
26.019938,83,9996.809688
-6.545457,120,9998.397287
-81.18257,182,10000.686795
46.502858,44,10001.471668
30.312097,74,10002.57757
34.645165,58,10003.403029
-11.244439,125,10005.031627
31.134847,73,10006.115847
31.885329,72,10007.086969
34.765946,66,10008.129458
51.370574,24,10008.695619
5.054255,111,10010.197988
42.155504,55,10011.090134
27.840722,79,10012.26018
22.633216,86,10013.528215
45.54852,44,10014.224074
10.246411,106,10015.699779
-12.113171,133,10017.542163
43.843914,46,10018.34315
-10.779296,131,10020.054699
5.830124,108,10021.421117
44.082799,47,10022.233409
39.67054,64,10023.252319
9.547296,105,10024.688723
-1.609775,114,10026.217407
46.179536,40,10026.951741
-11.463324,124,10028.491658
22.950347,83,10029.683573
2.921037,111,10031.175968
38.959458,62,10032.038091
30.967676,71,10033.096979
9.171344,110,10034.601645
17.47241,85,10035.83696
-50.76393,160,10037.850466
41.99484,43,10038.620922
-17.586207,129,10040.33768
21.381395,91,10041.542031
14.905257,103,10042.87641
-39.911831,150,10044.819583
40.907706,60,10045.778372
46.843601,43,10046.562275
8.685402,104,10047.988317
40.613624,62,10048.955393
49.092186,29,10049.576509
12.389323,96,10050.910355
-7.121388,128,10052.588868
26.050069,82,10053.774062
17.352271,94,10055.104609
49.357402,29,10055.727114
41.505913,57,10056.658631
9.819355,91,10057.983363
32.676178,78,10059.125567
50.554962,28,10059.737476
35.163503,70,10060.733035
12.711793,98,10062.107904
33.165175,69,10063.074851
40.639668,56,10064.00431
-14.656728,129,10065.736464
-34.800802,146,10067.638637
7.64742,112,10069.223975
18.765306,93,10070.526593
-49.116041,155,10072.440379
7.63133,108,10073.795654
21.821125,84,10075.006486
28.56258,73,10076.092905
10.51113,98,10077.447246
16.574875,90,10078.725049
9.787037,96,10080.154199
-41.477091,150,10082.089415
-26.125624,140,10083.924571
52.155353,12,10084.361409
26.977517,80,10085.533191
50.212353,32,10086.193955
29.911609,80,10087.35526
42.097701,52,10088.220126
14.071327,100,10089.602293
39.180072,55,10090.502919
24.669048,82,10091.690687
31.415132,74,10092.788004
8.839996,101,10094.220001
16.99307,94,10095.549686
38.285647,57,10096.490647
44.590182,51,10097.336257
24.848469,90,10098.604121
13.143933,99,10099.971557
50.055354,24,10100.537709
39.886348,62,10101.408293
-20.072306,136,10103.195542
-17.948741,135,10104.954449
47.428792,43,10105.720297
-12.251892,126,10107.381657
5.150262,112,10108.783962
6.575927,97,10110.116339
-8.220326,122,10111.820681
37.33544,64,10112.744642
0.508262,113,10114.293474
33.476972,66,10115.312863
8.698022,104,10116.781585
36.869897,63,10117.68287
34.385261,70,10118.743771
0.560409,114,10120.287791
52.535175,14,10120.645
16.607684,92,10122.016514
-9.787188,124,10123.704021
43.147353,49,10124.539508
39.70987,63,10125.520886
5.09659,116,10127.086192
-13.653313,127,10128.731684
-34.110922,143,10130.568277
40.01337,60,10131.429073
12.028182,109,10132.905404
40.963897,55,10133.789632
47.699995,37,10134.494919
44.097721,50,10135.235834
28.279042,82,10136.318659
35.848754,71,10137.399363
-47.546975,157,10139.410472
-43.760533,152,10141.358061
19.64152,92,10142.660067
37.558997,73,10143.773381
-32.327934,144,10145.527501
5.081799,92,10146.82288
29.544716,76,10147.844559
39.285432,59,10148.698394
36.855366,65,10149.699008
19.412184,95,10150.920043
-27.639229,128,10152.61216
17.211935,93,10153.922583
40.894331,57,10154.741421
39.421342,57,10155.557547
20.097777,87,10156.70795
44.767912,52,10157.577755
40.31897,55,10158.461784
51.119243,35,10159.04134
17.498061,95,10160.367149
37.462682,62,10161.388909
39.641193,62,10162.354068
-11.677776,122,10164.053296
-17.020058,132,10165.778524
-22.946685,134,10167.534273
1.707229,112,10168.948907
9.671894,95,10170.173449
39.693072,62,10171.146352
13.35337,98,10172.505248
43.218483,52,10173.36146
24.10213,90,10174.663245
26.867235,117,10176.220847
27.923072,76,10177.248456
16.572328,90,10178.446852
26.231484,82,10179.624859
51.788429,21,10180.056847
50.225411,27,10180.549817
19.341164,93,10181.874577
15.496171,96,10183.218162
-55.05807,166,10185.305162
-29.705238,139,10187.163966
-22.009789,134,10188.917611
-1.547755,118,10190.488922
19.05364,91,10191.842488
23.488413,91,10193.159954
49.418378,35,10193.87287
12.860618,99,10195.30269
-19.546511,130,10197.029286
26.857861,84,10198.250494
52.066556,24,10198.735814
24.522948,72,10199.807116
50.573825,20,10200.230608
14.105981,98,10201.488281
51.425005,22,10201.930825
18.57807,80,10202.995408
-1.685028,116,10204.440904
28.489311,78,10205.472137
-612.627058,400,10210.134996
33.338413,67,10211.160833
16.080952,95,10212.381801
-83.479704,183,10214.670005
18.857913,94,10215.968401
-1.00256,118,10217.436925
25.689095,82,10218.619902
32.923794,73,10219.718036
33.878416,71,10220.849922
50.38483,17,10221.363235
24.690265,84,10222.626109
42.618552,53,10223.556532
51.32484,32,10224.106951
33.363273,72,10225.180203
19.393689,95,10226.508659
30.230564,76,10227.676626
4.664545,116,10229.321789
42.156796,55,10230.221243
1.15826,137,10239.975389
-29.320337,141,10241.831942
-12.661823,128,10243.511973
20.620339,93,10244.721688
24.259911,88,10245.851423
13.043217,99,10247.226789
-2.369361,118,10248.720565
12.197136,102,10250.027089
48.775281,28,10250.535202
42.690523,53,10251.419442
-65.591828,186,10253.746248
35.514736,67,10254.777456
11.333566,101,10256.206192
38.39673,57,10257.024139
-100.999944,196,10259.440777
49.056623,34,10260.019522
-12.63276,124,10261.69537
46.985617,40,10262.453539
47.127607,44,10263.232932
-3.096525,117,10264.825811
20.441326,80,10265.886302
